query_id,query_ec,query_center,vanilla_top1_correct,vanilla_majority_ec,vanilla_majority_confidence,vanilla_n_annotated_neighbours,vanilla_majority_correct,vanilla_predicted_ecs,vanilla_n_predicted_ecs,vanilla_precision,vanilla_recall,vanilla_f1,vanilla_topk_hit,vanilla_center_purity,vanilla_mean_tanimoto,vanilla_cos_mean,prefilter_top1_correct,prefilter_majority_ec,prefilter_majority_confidence,prefilter_n_annotated_neighbours,prefilter_majority_correct,prefilter_predicted_ecs,prefilter_n_predicted_ecs,prefilter_precision,prefilter_recall,prefilter_f1,prefilter_topk_hit,prefilter_center_purity,prefilter_mean_tanimoto,prefilter_cos_mean
rxn00385,['2.8.2.15'],"['CH', 'CH', 'CH', 'CH', 'O', 'OH', 'S']",True,2.8.2.1,0.29411764705882354,17,False,"['2.8.2.1', '2.8.2.15', '2.8.2.14']",3,0.3333333333333333,1.0,0.5,True,0.7,1.0,0.9818514585494995,True,2.8.2.14,0.3333333333333333,15,False,"['2.8.2.14', '2.8.2.15', '2.8.2.2']",3,0.3333333333333333,1.0,0.5,True,1.0,1.0,0.974993109703064
rxn00386,['2.8.2.15'],"['CH', 'CH', 'CH', 'CH', 'CH', 'CH', 'O', 'OH', 'S']",True,2.8.2.1,0.29411764705882354,17,False,"['2.8.2.1', '2.8.2.15', '2.8.2.14']",3,0.3333333333333333,1.0,0.5,True,0.0,1.0,0.9755573868751526,True,2.8.2.15,1.0,1,True,['2.8.2.15'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00387,['2.8.2.15'],"['CH', 'CH', 'CH', 'CH', 'O', 'OH', 'S']",True,2.8.2.1,0.29411764705882354,17,False,"['2.8.2.1', '2.8.2.15', '2.8.2.14']",3,0.3333333333333333,1.0,0.5,True,0.7,1.0,0.9752811789512634,True,2.8.2.14,0.3125,16,False,['2.8.2.14'],1,0.0,0.0,0.0,True,1.0,1.0,0.9688672423362732
rxn00388,"['3.5.5.1', '3.5.5.2', '3.5.5.5', '3.5.5.7']","['C', 'N', 'OH2', 'OH2']",True,3.5.5.1,0.3333333333333333,12,True,['3.5.5.1'],1,1.0,0.25,0.4,True,0.1,0.8359505135387487,0.8401595950126648,True,3.5.5.1,0.4,10,True,"['3.5.5.1', '3.5.5.7', '3.5.5.2', '3.5.5.5']",4,1.0,1.0,1.0,True,1.0,1.0,0.6328637599945068
rxn00389,['3.5.1.17'],"['C', 'NH', 'OH2']",True,3.5.1.82,0.16666666666666666,12,False,[],0,0.0,0.0,0.0,True,0.6333333333333333,1.0,0.9672250747680664,True,3.5.1.83,0.2222222222222222,9,False,"['3.5.1.83', '3.5.1.15']",2,0.0,0.0,0.0,True,1.0,1.0,0.9570826888084412
rxn00390,['3.5.1.15'],"['C', 'NH', 'OH2']",True,3.5.1.97,0.23076923076923078,13,False,['3.5.1.97'],1,0.0,0.0,0.0,True,0.6666666666666666,1.0,0.9698547124862671,True,3.5.1.83,0.2222222222222222,9,False,"['3.5.1.83', '3.5.1.17']",2,0.0,0.0,0.0,True,1.0,1.0,0.9593008756637573
rxn00391,"['3.1.3.-', '3.1.3.102', '3.1.3.2']","['O', 'O-', 'OH2', 'P']",False,3.1.3.6,0.26666666666666666,15,False,"['3.1.3.6', '3.1.3.29']",2,0.0,0.0,0.0,True,0.8333333333333334,0.972072072072072,0.9848664999008179,False,3.1.3.6,0.21428571428571427,14,False,"['3.1.3.6', '3.1.3.5']",2,0.0,0.0,0.0,True,1.0,1.0,0.9839429259300232
rxn00239,['2.7.4.8'],"['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'O-', 'P', 'P']",False,2.7.4.14,0.2,15,False,['2.7.4.14'],1,0.0,0.0,0.0,True,0.36666666666666664,0.9677875147943895,0.9792519807815552,False,2.7.4.-,0.21739130434782608,23,False,['2.7.4.-'],1,0.0,0.0,0.0,True,1.0,1.0,0.8861832618713379
rxn00240,['2.7.4.10'],"['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'O-', 'OH', 'P', 'P']",False,2.7.4.-,0.23076923076923078,13,False,['2.7.4.-'],1,0.0,0.0,0.0,True,0.03333333333333333,0.8055068524941482,0.9599738717079163,True,2.7.4.10,0.25,8,True,"['2.7.4.10', '2.7.4.6']",2,0.5,1.0,0.6666666666666666,True,1.0,0.7229064039408867,0.6943387985229492
rxn00241,"['3.6.1.15', '3.6.1.5', '3.6.5.1', '3.6.5.2', '3.6.5.3', '3.6.5.4', '3.6.5.5', '3.6.5.6']","['O', 'OH2', 'P']",False,3.6.1.15,0.25,12,True,"['3.6.1.15', '3.6.3.44']",2,0.5,0.125,0.2,True,0.26666666666666666,0.8752916629572588,0.9446058869361877,False,3.6.1.15,0.2857142857142857,21,True,['3.6.1.15'],1,1.0,0.125,0.2222222222222222,True,1.0,1.0,0.8328381776809692
rxn00242,['3.1.7.2'],"['O', 'O-', 'OH2', 'P']",True,3.1.3.-,0.21052631578947367,19,False,['3.1.3.-'],1,0.0,0.0,0.0,True,0.5333333333333333,0.9223397435897436,0.9044970870018005,True,3.1.3.-,0.2857142857142857,14,False,['3.1.3.-'],1,0.0,0.0,0.0,True,1.0,1.0,0.8949892520904541
rxn00243,['3.2.1.42'],"['CH', 'CH', 'CH', 'CH', 'CH', 'O', 'OH2', 'P']",False,2.4.1.13,0.17391304347826086,23,False,[],0,0.0,0.0,0.0,False,0.0,0.6900098995989408,0.9458326697349548,False,3.6.1.45,0.14285714285714285,21,False,[],0,0.0,0.0,0.0,True,1.0,1.0,0.7190002799034119
rxn00244,['3.7.1.1'],"['C', 'CH2', 'OH2']",False,3.7.1.-,0.2857142857142857,14,False,['3.7.1.-'],1,0.0,0.0,0.0,False,0.26666666666666666,0.7022112354665637,0.8939003348350525,False,3.7.1.3,0.2857142857142857,14,False,"['3.7.1.3', '3.7.1.5']",2,0.0,0.0,0.0,True,1.0,1.0,0.6757314801216125
rxn00245,['4.2.1.32'],"['CH', 'CH', 'OH', 'OH']",False,4.2.1.82,0.08695652173913043,23,False,[],0,0.0,0.0,0.0,False,0.6333333333333333,0.4459385789648947,0.9669754505157471,False,4.2.1.-,0.16666666666666666,18,False,[],0,0.0,0.0,0.0,False,1.0,0.33085358347230015,0.8948766589164734
rxn00247,['4.1.1.49'],"['C', 'C', 'CH', 'CH', 'CH', 'CH', 'CH2', 'O', 'O', 'O-', 'O-', 'OH', 'P']",False,1.1.1.71,0.5384615384615384,26,False,['1.1.1.71'],1,0.0,0.0,0.0,False,0.0,0.6625163060097718,0.9402334094047546,True,4.1.1.49,1.0,1,True,['4.1.1.49'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00441,['1.2.4.2'],"['C', 'C', 'CH', 'O', 'O-']",False,1.2.4.4,0.3,10,False,"['1.2.4.4', '2.2.1.6']",2,0.0,0.0,0.0,False,0.1,0.35414928213867697,0.9048818349838257,False,1.2.4.4,0.42857142857142855,7,False,"['1.2.4.4', '2.4.2.54']",2,0.0,0.0,0.0,True,1.0,0.855036855036855,0.6300323009490967
rxn00444,['1.11.1.11'],"['CH', 'OH', 'OH', 'OH']",True,1.1.1.296,0.5714285714285714,14,False,['1.1.1.296'],1,0.0,0.0,0.0,True,0.03333333333333333,0.3337903925562212,0.9597967267036438,True,1.11.1.11,1.0,2,True,['1.11.1.11'],1,1.0,1.0,1.0,True,1.0,1.0,5.960464477539063e-08
rxn00445,['1.3.3.12'],"['CH', 'CH', 'O', 'O', 'OH']",False,1.1.3.8,0.18181818181818182,11,False,[],0,0.0,0.0,0.0,False,0.16666666666666666,0.9823529411764705,0.9707165360450745,False,1.1.3.10,0.2857142857142857,7,False,['1.1.3.10'],1,0.0,0.0,0.0,True,1.0,0.9201101928374655,0.6004741191864014
rxn00448,['1.13.11.13'],"['C', 'C', 'CH', 'CH', 'O', 'O', 'O', 'O', 'OH', 'OH2']",False,3.1.1.28,0.14285714285714285,7,False,[],0,0.0,0.0,0.0,False,0.0,0.9695238095238096,0.8530672192573547,True,1.13.11.13,1.0,1,True,['1.13.11.13'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00449,['1.1.3.8'],"['C', 'CH', 'O', 'OH']",False,2.6.3.1,0.16666666666666666,12,False,[],0,0.0,0.0,0.0,False,0.1,0.1252545455956964,0.865366518497467,False,2.3.1.73,0.2857142857142857,7,False,"['2.3.1.73', '2.4.1.10']",2,0.0,0.0,0.0,False,1.0,0.14017610444341624,0.5920594334602356
rxn00450,['1.4.3.2'],"['CH', 'NH3+', 'O', 'O', 'OH2']",False,1.4.3.2,0.42857142857142855,14,True,"['1.4.3.2', '1.4.3.3']",2,0.5,1.0,0.6666666666666666,True,0.8,0.9761904761904762,0.9585651159286499,False,1.4.3.2,0.4375,16,True,"['1.4.3.2', '1.4.3.3']",2,0.5,1.0,0.6666666666666666,True,1.0,1.0,0.9465144276618958
rxn00451,['2.1.1.12'],"['CH', 'CH', 'CH', 'CH', 'CH3', 'S', 'S+']",False,2.1.1.-,0.4117647058823529,17,False,['2.1.1.-'],1,0.0,0.0,0.0,True,0.1,0.8839774557165861,0.837167501449585,False,2.1.1.123,0.5,4,False,"['2.1.1.123', '2.1.1.124', '2.1.1.96', '2.1.1.12']",4,0.25,1.0,0.4,True,1.0,1.0,0.49001240730285645
rxn00452,['2.1.1.10'],"['CH', 'CH', 'CH', 'CH', 'CH2', 'S+', 'SH']",True,2.1.1.10,0.125,16,True,[],0,0.0,0.0,0.0,True,0.0,0.6969994726406604,0.9104534387588501,True,2.1.1.10,1.0,1,True,['2.1.1.10'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00120,"['3.6.1.15', '3.6.1.39', '3.6.1.5']","['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'OH', 'OH2', 'P']",True,3.6.1.15,0.26666666666666666,15,True,['3.6.1.15'],1,1.0,0.3333333333333333,0.5,True,0.0,0.6474045096543191,0.9605144262313843,True,3.6.1.15,1.0,1,True,"['3.6.1.15', '3.6.1.39', '3.6.1.5']",3,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00121,"['3.6.1.18', '3.6.1.9']","['CH', 'CH', 'CH', 'CH', 'O', 'OH2', 'P']",False,3.6.3.25,0.23076923076923078,13,False,['3.6.3.25'],1,0.0,0.0,0.0,False,0.03333333333333333,0.6792182134719681,0.939076840877533,False,3.6.1.9,0.6,5,True,"['3.6.1.9', '3.6.1.17', '3.6.1.61', '3.1.12.2', '3.6.1.22']",5,0.2,0.5,0.28571428571428575,True,1.0,1.0,0.9181750416755676
rxn00122,['2.7.7.2'],"['O', 'O-', 'P', 'P']",False,2.7.7.67,0.15384615384615385,13,False,[],0,0.0,0.0,0.0,True,0.6333333333333333,0.6853608668983848,0.95875084400177,False,2.7.7.41,0.2,15,False,['2.7.7.41'],1,0.0,0.0,0.0,True,1.0,0.6706467661691543,0.95136559009552
rxn00123,['3.1.3.74'],"['O', 'O-', 'OH2', 'P']",False,3.1.3.5,0.4,15,False,"['3.1.3.5', '3.1.3.4']",2,0.0,0.0,0.0,False,0.6666666666666666,1.0,0.9804466366767883,False,3.1.3.4,0.4166666666666667,12,False,"['3.1.3.4', '3.1.3.5', '3.1.3.-']",3,0.0,0.0,0.0,False,1.0,1.0,0.978466272354126
rxn00124,['2.7.1.35'],"['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'OH', 'OH', 'P']",True,2.7.1.11,0.23076923076923078,26,False,['2.7.1.11'],1,0.0,0.0,0.0,True,0.4666666666666667,0.8922270330457477,0.9531294107437134,True,2.7.1.35,0.08695652173913043,23,True,[],0,0.0,0.0,0.0,True,1.0,1.0,0.9464405179023743
rxn00125,['3.3.1.2'],"['CH', 'CH2', 'OH2', 'S+']",False,3.5.1.14,0.13636363636363635,22,False,[],0,0.0,0.0,0.0,False,0.03333333333333333,0.9161957238821774,0.9230014681816101,False,3.3.1.2,1.0,1,True,['3.3.1.2'],1,1.0,1.0,1.0,True,1.0,1.0,-0.04274582862854004
rxn00126,['2.5.1.6'],"['CH2', 'O', 'O', 'OH2', 'P', 'S']",False,2.3.1.248,0.1,10,False,[],0,0.0,0.0,0.0,True,0.0,0.7376694278743958,0.8925296068191528,True,2.5.1.6,1.0,1,True,['2.5.1.6'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00127,['4.1.1.50'],"['C', 'CH', 'O-']",False,4.1.1.65,0.7916666666666666,24,False,['4.1.1.65'],1,0.0,0.0,0.0,False,1.0,1.0,0.9588919281959534,False,4.1.1.65,0.7916666666666666,24,False,['4.1.1.65'],1,0.0,0.0,0.0,False,1.0,1.0,0.9588919878005981
rxn00092,['3.6.1.5'],"['O', 'O-', 'OH', 'OH2', 'P']",False,3.6.1.19,0.3333333333333333,15,False,"['3.6.1.19', '3.6.1.8', '3.6.1.-']",3,0.0,0.0,0.0,True,0.16666666666666666,0.9784382767191384,0.942658007144928,False,3.6.1.56,0.6666666666666666,3,False,"['3.6.1.56', '3.6.1.5']",2,0.5,1.0,0.6666666666666666,True,1.0,1.0,0.7010762095451355
rxn00093,"['3.5.4.17', '3.5.4.7']","['C', 'N', 'NH2', 'O-', 'OH', 'OH2']",False,3.5.4.5,0.14285714285714285,21,False,[],0,0.0,0.0,0.0,True,0.13333333333333333,0.8892890739332666,0.963023841381073,False,3.5.4.13,0.5,4,False,"['3.5.4.13', '3.5.4.18', '3.5.4.17', '3.5.4.7']",4,0.5,1.0,0.6666666666666666,True,1.0,1.0,0.5850144028663635
rxn00095,['3.6.1.41'],"['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'O-', 'OH2', 'P']",False,2.7.4.6,0.2,15,False,['2.7.4.6'],1,0.0,0.0,0.0,False,0.0,0.8991563915012188,0.9575342535972595,True,3.6.1.41,1.0,1,True,['3.6.1.41'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00096,['2.7.7.53'],"['O', 'O-', 'OH', 'OH', 'P', 'P']",False,2.7.7.64,0.16,25,False,[],0,0.0,0.0,0.0,True,0.0,0.6368157113591705,0.9554421901702881,False,2.7.7.36,0.3333333333333333,3,False,"['2.7.7.36', '2.7.7.-', '2.7.7.53']",3,0.3333333333333333,1.0,0.5,True,1.0,1.0,0.21443700790405273
rxn00097,['2.7.4.3'],"['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'O-', 'O-', 'OH', 'P', 'P']",False,2.7.4.6,0.1875,16,False,[],0,0.0,0.0,0.0,False,0.0,0.9422714229816094,0.9736353754997253,True,2.7.4.3,1.0,1,True,['2.7.4.3'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00098,['3.6.1.14'],"['O', 'OH2', 'P']",False,2.7.4.1,0.10526315789473684,19,False,[],0,0.0,0.0,0.0,False,0.0,1.0,0.9482818245887756,False,3.6.1.21,0.23809523809523808,21,False,"['3.6.1.21', '3.6.1.15']",2,0.0,0.0,0.0,True,1.0,1.0,0.8223322629928589
rxn00099,['4.2.1.93'],"['CH', 'CH2', 'O', 'O-', 'OH', 'P']",False,6.1.1.19,0.05555555555555555,18,False,[],0,0.0,0.0,0.0,True,0.03333333333333333,0.9789802107198731,0.9434877634048462,True,4.2.1.93,1.0,2,True,['4.2.1.93'],1,1.0,1.0,1.0,True,1.0,1.0,-0.020841389894485474
rxn00100,['2.7.1.24'],"['CH', 'CH', 'CH', 'CH', 'O', 'O-', 'OH', 'OH', 'P']",False,2.7.1.156,0.09090909090909091,11,False,[],0,0.0,0.0,0.0,False,0.3333333333333333,0.9559704513256425,0.9512891173362732,False,2.7.1.-,0.15789473684210525,19,False,[],0,0.0,0.0,0.0,False,1.0,1.0,0.9373989701271057
rxn00375,['3.5.1.68'],"['CH', 'NH', 'OH2']",True,3.4.13.18,0.1875,16,False,[],0,0.0,0.0,0.0,True,0.4,0.9743243243243244,0.8390042781829834,True,3.5.1.9,0.19047619047619047,21,False,[],0,0.0,0.0,0.0,True,1.0,1.0,0.6987720727920532
rxn00376,"['3.5.1.15', '3.5.1.8']","['CH', 'NH', 'OH2']",False,3.4.13.18,0.1875,16,False,[],0,0.0,0.0,0.0,False,0.4,0.972972972972973,0.8312049508094788,False,3.5.1.9,0.19047619047619047,21,False,[],0,0.0,0.0,0.0,True,1.0,1.0,0.6965537071228027
rxn00377,['3.1.2.12'],"['CH', 'CH', 'CH', 'OH2', 'S']",False,4.4.1.8,0.5,6,False,"['4.4.1.8', '2.1.2.10']",2,0.0,0.0,0.0,False,0.0,0.6110201228326976,0.8931565880775452,True,3.1.2.12,1.0,1,True,['3.1.2.12'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00379,['2.7.7.4'],"['O', 'O-', 'P', 'S']",True,2.8.2.11,0.14285714285714285,14,False,[],0,0.0,0.0,0.0,True,0.0,0.5762881760575881,0.9029289484024048,True,2.7.7.4,1.0,1,True,['2.7.7.4'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00380,['2.7.7.5'],"['O', 'O-', 'O-', 'OH', 'P', 'S']",False,2.7.7.4,0.11764705882352941,17,False,[],0,0.0,0.0,0.0,False,0.0,0.5517294675398833,0.8979073166847229,True,2.7.7.5,1.0,1,True,['2.7.7.5'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00381,['3.6.2.1'],"['O', 'OH2', 'S']",False,3.6.3.25,0.2,15,False,['3.6.3.25'],1,0.0,0.0,0.0,False,0.03333333333333333,0.9615558210540289,0.9365571141242981,False,3.1.6.1,0.21052631578947367,19,False,['3.1.6.1'],1,0.0,0.0,0.0,True,1.0,1.0,0.5797936320304871
rxn00382,['4.3.1.10'],"['CH', 'CH2', 'NH3+', 'O', 'OH2']",False,3.6.1.9,0.2,10,False,['3.6.1.9'],1,0.0,0.0,0.0,False,0.0,0.5626141075493872,0.8916545510292053,False,2.5.1.48,0.5,2,False,"['2.5.1.48', '4.3.1.-', '4.3.1.10']",3,0.3333333333333333,1.0,0.5,True,1.0,1.0,-0.20960736274719238
rxn00383,['1.8.3.1'],"['O', 'O', 'OH', 'OH2', 'S']",False,3.1.6.1,0.16666666666666666,12,False,[],0,0.0,0.0,0.0,False,0.0,0.6295289855072465,0.8811354041099548,True,1.8.3.1,1.0,1,True,['1.8.3.1'],1,1.0,1.0,1.0,True,1.0,1.0,-1.0
rxn00477,['1.4.3.2'],"['CH', 'NH3+', 'O', 'O', 'OH2']",True,1.4.3.2,0.46153846153846156,13,True,"['1.4.3.2', '1.4.3.3']",2,0.5,1.0,0.6666666666666666,True,0.7666666666666667,0.973049645390071,0.942311704158783,True,1.4.3.2,0.4375,16,True,"['1.4.3.2', '1.4.3.3']",2,0.5,1.0,0.6666666666666666,True,1.0,1.0,0.9320667386054993
rxn00478,"['1.13.11.11', '1.13.11.52']","['C', 'C', 'C', 'CH', 'NH', 'O', 'O']",True,1.13.11.52,0.3157894736842105,19,True,['1.13.11.52'],1,1.0,0.5,0.6666666666666666,True,0.3333333333333333,0.83989542817978,0.870291531085968,True,1.13.11.52,0.6666666666666666,9,True,"['1.13.11.52', '1.13.11.11', '1.13.11.26']",3,0.6666666666666666,1.0,0.8,True,1.0,1.0,0.7809867262840271
rxn00479,['1.13.12.3'],"['C', 'CH', 'NH3+', 'O', 'O', 'O-']",False,6.3.1.14,0.17647058823529413,17,False,[],0,0.0,0.0,0.0,False,0.16666666666666666,0.3193281053728244,0.8292397856712341,False,1.11.1.21,0.2,5,False,"['1.11.1.21', '1.11.1.7', '1.13.12.9', '1.13.12.2', '1.13.12.1', '1.13.99.3', '1.13.12.3']",7,0.14285714285714285,1.0,0.25,True,1.0,1.0,0.62575763463974
rxn00480,['1.13.99.3'],"['C', 'CH', 'CH2', 'NH3+', 'O', 'O', 'O-']",False,1.1.1.71,0.76,25,False,['1.1.1.71'],1,0.0,0.0,0.0,False,0.0,0.3249853801169591,0.9173109531402588,False,2.3.2.-,0.5,2,False,"['2.3.2.-', '1.13.99.3']",2,0.5,1.0,0.6666666666666666,True,1.0,0.5729166666666666,-0.4283107817173004
rxn00481,['3.5.1.57'],"['C', 'NH2', 'OH2']",False,3.5.1.101,0.25,12,False,"['3.5.1.101', '3.5.1.4']",2,0.0,0.0,0.0,False,1.0,1.0,0.9723281264305115,False,3.5.1.101,0.25,12,False,"['3.5.1.101', '3.5.1.4']",2,0.0,0.0,0.0,False,1.0,1.0,0.972328245639801
rxn00483,['2.6.1.27'],"['C', 'CH', 'CH2', 'CH2']",False,2.6.1.1,0.2608695652173913,23,False,['2.6.1.1'],1,0.0,0.0,0.0,True,0.7333333333333333,0.8841732542819499,0.9770405888557434,False,2.6.1.1,0.3181818181818182,22,False,['2.6.1.1'],1,0.0,0.0,0.0,True,1.0,0.864875008667915,0.9721649885177612
rxn00484,"['4.1.1.105', '4.1.1.28']","['C', 'CH', 'O-']",True,4.1.1.65,0.5652173913043478,23,False,"['4.1.1.65', '4.1.1.28']",2,0.5,0.5,0.5,True,0.9666666666666667,1.0,0.9558470845222473,True,4.1.1.65,0.5652173913043478,23,False,"['4.1.1.65', '4.1.1.28']",2,0.5,0.5,0.5,True,1.0,1.0,0.9558162689208984
